home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
TB,OAK,1,2017,Tropicana Field,"St. Petersburg, Florida","13,640",,MLB
ATL,NYM,0,2017,Truist Park,"Atlanta, Georgia","30,638",,MLB
PIT,MIA,1,2017,PNC Park,"Pittsburgh, Pennsylvania","22,925",,MLB
HOU,LAA,0,2017,Minute Maid Park,"Houston, Texas","32,425",,MLB
STL,PHI,1,2017,Busch Stadium,"St. Louis, Missouri","47,325",,MLB
CHC,COL,1,2017,Wrigley Field,"Chicago, Illinois","41,116",,MLB
WSH,TEX,0,2017,Nationals Park,"Washington, D.C.","32,027",,MLB
SF,MIN,1,2017,Oracle Park,"San Francisco, California","41,321",,MLB
SEA,TOR,0,2017,T-Mobile Park,"Seattle, Washington","41,137",,MLB
LAD,CIN,1,2017,Dodger Stadium,"Los Angeles, California","42,674",,MLB
ARI,MIL,1,2017,Chase Field,"Phoenix, Arizona","30,370",,MLB
SD,KC,0,2017,Petco Park,"San Diego, California","25,599",,MLB
BOS,DET,0,2017,Fenway Park,"Boston, Massachusetts","35,457",,MLB
WSH,ATL,0,2017,Nationals Park,"Washington, D.C.","28,909",,MLB
PIT,COL,1,2017,PNC Park,"Pittsburgh, Pennsylvania","16,320",,MLB
BOS,PHI,1,2017,Fenway Park,"Boston, Massachusetts","36,757",,MLB
NYM,CHC,1,2017,Citi Field,"Queens, New York","33,268",,MLB
CHW,BAL,1,2017,Guaranteed Rate Field,"Chicago, Illinois","17,665",,MLB
MIN,SEA,0,2017,Target Field,"Minneapolis, Minnesota","16,996",,MLB
HOU,TEX,0,2017,Minute Maid Park,"Houston, Texas","25,698",,MLB
LAA,NYY,0,2017,Angel Stadium,"Anaheim, California","36,245",,MLB
SD,CIN,1,2017,Petco Park,"San Diego, California","17,006",,MLB
STL,MIL,1,2017,Busch Stadium,"St. Louis, Missouri","40,083",,MLB
WSH,ATL,1,2017,Nationals Park,"Washington, D.C.","31,762",,MLB
PIT,COL,1,2017,PNC Park,"Pittsburgh, Pennsylvania","16,764",,MLB
TOR,TB,0,2017,Rogers Centre,"Toronto, Ontario","39,404",,MLB
BOS,PHI,1,2017,Fenway Park,"Boston, Massachusetts","37,141",,MLB
CLE,LAD,0,2017,Progressive Field,"Cleveland, Ohio","22,171",,MLB
DET,ARI,0,2017,Comerica Park,"Detroit, Michigan","25,119",,MLB
NYM,CHC,0,2017,Citi Field,"Queens, New York","32,651",,MLB
MIA,OAK,1,2017,Marlins Park,"Miami, Florida","19,953",,MLB
CHW,BAL,1,2017,Guaranteed Rate Field,"Chicago, Illinois","15,038",,MLB
MIN,SEA,1,2017,Target Field,"Minneapolis, Minnesota","17,922",,MLB
HOU,TEX,0,2017,Minute Maid Park,"Houston, Texas","27,615",,MLB
STL,MIL,0,2017,Busch Stadium,"St. Louis, Missouri","40,115",,MLB
LAA,NYY,1,2017,Angel Stadium,"Anaheim, California","33,159",,MLB
SD,CIN,1,2017,Petco Park,"San Diego, California","20,463",,MLB
SF,KC,0,2017,Oracle Park,"San Francisco, California","41,284",,MLB
MIA,OAK,1,2017,Marlins Park,"Miami, Florida","19,436",,MLB
SD,CIN,1,2017,Petco Park,"San Diego, California","20,386",,MLB
SF,KC,0,2017,Oracle Park,"San Francisco, California","41,144",,MLB
WSH,ATL,0,2017,Nationals Park,"Washington, D.C.","36,227",,MLB
PHI,BOS,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","28,263",,MLB
PIT,COL,0,2017,PNC Park,"Pittsburgh, Pennsylvania","17,308",,MLB
TOR,TB,1,2017,Rogers Centre,"Toronto, Ontario","37,734",,MLB
CLE,LAD,0,2017,Progressive Field,"Cleveland, Ohio","21,051",,MLB
DET,ARI,0,2017,Comerica Park,"Detroit, Michigan","26,134",,MLB
NYM,CHC,1,2017,Citi Field,"Queens, New York","34,566",,MLB
CHW,BAL,0,2017,Guaranteed Rate Field,"Chicago, Illinois","20,008",,MLB
MIN,SEA,0,2017,Target Field,"Minneapolis, Minnesota","22,283",,MLB
HOU,TEX,1,2017,Minute Maid Park,"Houston, Texas","37,221",,MLB
STL,MIL,0,2017,Busch Stadium,"St. Louis, Missouri","38,061",,MLB
LAA,NYY,1,2017,Angel Stadium,"Anaheim, California","43,851",,MLB
CLE,LAD,1,2017,Progressive Field,"Cleveland, Ohio","23,339",,MLB
MIN,SEA,1,2017,Target Field,"Minneapolis, Minnesota","24,464",,MLB
CHW,BAL,1,2017,Guaranteed Rate Field,"Chicago, Illinois","20,139",,MLB
PHI,BOS,1,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","30,729",,MLB
DET,TB,1,2017,Comerica Park,"Detroit, Michigan","24,056",,MLB
NYM,WSH,0,2017,Citi Field,"Queens, New York","30,319",,MLB
STL,MIL,0,2017,Busch Stadium,"St. Louis, Missouri","45,228",,MLB
COL,SF,1,2017,Coors Field,"Denver, Colorado","40,747",,MLB
OAK,NYY,1,2017,Oakland Coliseum,"Oakland, California","21,838",,MLB
LAA,KC,0,2017,Angel Stadium,"Anaheim, California","34,884",,MLB
NYM,WSH,0,2017,Citi Field,"Queens, New York","37,919",,MLB
BAL,STL,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","26,341",,MLB
PHI,ARI,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","18,140",,MLB
PIT,CHC,0,2017,PNC Park,"Pittsburgh, Pennsylvania","25,420",,MLB
TOR,CHW,0,2017,Rogers Centre,"Toronto, Ontario","39,071",,MLB
DET,TB,1,2017,Comerica Park,"Detroit, Michigan","29,674",,MLB
CIN,LAD,0,2017,Great American Ball Park,"Cincinnati, Ohio","35,613",,MLB
ATL,MIA,0,2017,Truist Park,"Atlanta, Georgia","38,123",,MLB
TEX,SEA,1,2017,Globe Life Park in Arlington,"Arlington, Texas","33,960",,MLB
MIL,SD,1,2017,Miller Park,"Milwaukee, Wisconsin","31,161",,MLB
MIN,CLE,0,2017,Target Field,"Minneapolis, Minnesota","30,563",,MLB
HOU,BOS,0,2017,Minute Maid Park,"Houston, Texas","36,189",,MLB
COL,SF,1,2017,Coors Field,"Denver, Colorado","46,632",,MLB
OAK,NYY,1,2017,Oakland Coliseum,"Oakland, California","30,184",,MLB
LAA,KC,0,2017,Angel Stadium,"Anaheim, California","34,184",,MLB
TOR,CHW,0,2017,Rogers Centre,"Toronto, Ontario","47,171",,MLB
MIN,CLE,0,2017,Target Field,"Minneapolis, Minnesota","24,010",,MLB
COL,SF,1,2017,Coors Field,"Denver, Colorado","48,035",,MLB
BAL,STL,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","27,788",,MLB
OAK,NYY,1,2017,Oakland Coliseum,"Oakland, California","31,418",,MLB
PHI,ARI,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","21,108",,MLB
DET,TB,0,2017,Comerica Park,"Detroit, Michigan","33,478",,MLB
MIL,SD,0,2017,Miller Park,"Milwaukee, Wisconsin","34,312",,MLB
ATL,MIA,1,2017,Truist Park,"Atlanta, Georgia","38,661",,MLB
CIN,LAD,0,2017,Great American Ball Park,"Cincinnati, Ohio","42,431",,MLB
NYM,WSH,0,2017,Citi Field,"Queens, New York","38,059",,MLB
TEX,SEA,1,2017,Globe Life Park in Arlington,"Arlington, Texas","35,928",,MLB
MIN,CLE,0,2017,Target Field,"Minneapolis, Minnesota","21,371",,MLB
LAA,KC,1,2017,Angel Stadium,"Anaheim, California","41,209",,MLB
HOU,BOS,1,2017,Minute Maid Park,"Houston, Texas","41,017",,MLB
PIT,CHC,1,2017,PNC Park,"Pittsburgh, Pennsylvania","34,383",,MLB
TOR,CHW,1,2017,Rogers Centre,"Toronto, Ontario","46,599",,MLB
DET,TB,0,2017,Comerica Park,"Detroit, Michigan","36,442",,MLB
CIN,LAD,0,2017,Great American Ball Park,"Cincinnati, Ohio","27,316",,MLB
NYM,WSH,1,2017,Citi Field,"Queens, New York","40,459",,MLB
BAL,STL,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","34,854",,MLB
ATL,MIA,1,2017,Truist Park,"Atlanta, Georgia","36,912",,MLB
PHI,ARI,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","31,131",,MLB
PIT,CHC,0,2017,PNC Park,"Pittsburgh, Pennsylvania","34,539",,MLB
MIL,SD,1,2017,Miller Park,"Milwaukee, Wisconsin","34,518",,MLB
MIN,CLE,0,2017,Target Field,"Minneapolis, Minnesota","35,039",,MLB
TEX,SEA,0,2017,Globe Life Park in Arlington,"Arlington, Texas","31,552",,MLB
COL,SF,1,2017,Coors Field,"Denver, Colorado","48,341",,MLB
LAA,KC,0,2017,Angel Stadium,"Anaheim, California","40,178",,MLB
OAK,NYY,1,2017,Oakland Coliseum,"Oakland, California","34,140",,MLB
HOU,BOS,0,2017,Minute Maid Park,"Houston, Texas","38,389",,MLB
BAL,CLE,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","13,875",,MLB
MIA,WSH,1,2017,Marlins Park,"Miami, Florida","20,224",,MLB
TB,CIN,0,2017,Tropicana Field,"St. Petersburg, Florida","17,117",,MLB
ATL,SF,1,2017,Truist Park,"Atlanta, Georgia","24,723",,MLB
MIL,PIT,0,2017,Miller Park,"Milwaukee, Wisconsin","25,489",,MLB
TEX,TOR,0,2017,Globe Life Park in Arlington,"Arlington, Texas","25,115",,MLB
CHC,SD,1,2017,Wrigley Field,"Chicago, Illinois","40,802",,MLB
KC,BOS,1,2017,Kauffman Stadium,"Kansas City, Missouri","27,992",,MLB
SEA,DET,1,2017,T-Mobile Park,"Seattle, Washington","21,517",,MLB
OAK,HOU,0,2017,Oakland Coliseum,"Oakland, California","10,482",,MLB
LAD,NYM,1,2017,Dodger Stadium,"Los Angeles, California","43,266",,MLB
BAL,CLE,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","22,891",,MLB
NYY,LAA,0,2017,Yankee Stadium,"Bronx, New York","39,853",,MLB
PHI,STL,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","22,070",,MLB
MIA,WSH,0,2017,Marlins Park,"Miami, Florida","20,868",,MLB
TB,CIN,1,2017,Tropicana Field,"St. Petersburg, Florida","13,375",,MLB
ATL,SF,0,2017,Truist Park,"Atlanta, Georgia","23,823",,MLB
MIL,PIT,0,2017,Miller Park,"Milwaukee, Wisconsin","23,982",,MLB
TEX,TOR,1,2017,Globe Life Park in Arlington,"Arlington, Texas","24,169",,MLB
CHC,SD,1,2017,Wrigley Field,"Chicago, Illinois","41,607",,MLB
MIN,CHW,1,2017,Target Field,"Minneapolis, Minnesota","26,095",,MLB
KC,BOS,0,2017,Kauffman Stadium,"Kansas City, Missouri","25,983",,MLB
COL,ARI,1,2017,Coors Field,"Denver, Colorado","35,016",,MLB
LAD,NYM,1,2017,Dodger Stadium,"Los Angeles, California","47,715",,MLB
OAK,HOU,0,2017,Oakland Coliseum,"Oakland, California","15,362",,MLB
SEA,DET,1,2017,T-Mobile Park,"Seattle, Washington","15,063",,MLB
MIA,WSH,1,2017,Marlins Park,"Miami, Florida","22,659",,MLB
TB,CIN,1,2017,Tropicana Field,"St. Petersburg, Florida","19,619",,MLB
KC,BOS,1,2017,Kauffman Stadium,"Kansas City, Missouri","30,826",,MLB
CHC,SD,0,2017,Wrigley Field,"Chicago, Illinois","41,708",,MLB
BAL,CLE,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","26,596",,MLB
NYY,LAA,1,2017,Yankee Stadium,"Bronx, New York","39,911",,MLB
PHI,STL,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","25,037",,MLB
ATL,SF,1,2017,Truist Park,"Atlanta, Georgia","25,771",,MLB
TEX,TOR,0,2017,Globe Life Park in Arlington,"Arlington, Texas","28,376",,MLB
MIL,PIT,1,2017,Miller Park,"Milwaukee, Wisconsin","25,134",,MLB
MIN,CHW,1,2017,Target Field,"Minneapolis, Minnesota","33,316",,MLB
COL,ARI,0,2017,Coors Field,"Denver, Colorado","40,918",,MLB
LAD,NYM,1,2017,Dodger Stadium,"Los Angeles, California","42,330",,MLB
OAK,HOU,0,2017,Oakland Coliseum,"Oakland, California","12,277",,MLB
SEA,DET,1,2017,T-Mobile Park,"Seattle, Washington","18,526",,MLB
PHI,STL,1,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","23,623",,MLB
MIN,CHW,0,2017,Target Field,"Minneapolis, Minnesota","27,684",,MLB
TEX,TOR,1,2017,Globe Life Park in Arlington,"Arlington, Texas","26,764",,MLB
MIL,PIT,1,2017,Miller Park,"Milwaukee, Wisconsin","28,428",,MLB
COL,ARI,0,2017,Coors Field,"Denver, Colorado","40,681",,MLB
OAK,HOU,0,2017,Oakland Coliseum,"Oakland, California","18,747",,MLB
BAL,CLE,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","24,954",,MLB
NYY,LAA,0,2017,Yankee Stadium,"Bronx, New York","43,051",,MLB
MIA,CHC,0,2017,Marlins Park,"Miami, Florida","23,472",,MLB
ATL,SF,1,2017,Truist Park,"Atlanta, Georgia","25,521",,MLB
ATL,SF,1,2017,Truist Park,"Atlanta, Georgia","25,521",,MLB
SEA,DET,1,2017,T-Mobile Park,"Seattle, Washington","18,736",,MLB
LAD,NYM,1,2017,Dodger Stadium,"Los Angeles, California","45,967",,MLB
WSH,CIN,1,2017,Nationals Park,"Washington, D.C.","36,347",,MLB
BOS,LAA,1,2017,Fenway Park,"Boston, Massachusetts","37,034",,MLB
CLE,MIN,0,2017,Progressive Field,"Cleveland, Ohio","31,725",,MLB
MIA,CHC,1,2017,Marlins Park,"Miami, Florida","24,684",,MLB
TB,BAL,1,2017,Tropicana Field,"St. Petersburg, Florida","18,929",,MLB
ATL,MIL,1,2017,Truist Park,"Atlanta, Georgia","30,521",,MLB
CHW,OAK,0,2017,Guaranteed Rate Field,"Chicago, Illinois","25,370",,MLB
KC,TOR,1,2017,Kauffman Stadium,"Kansas City, Missouri","38,848",,MLB
STL,PIT,0,2017,Busch Stadium,"St. Louis, Missouri","47,112",,MLB
NYY,TEX,1,2017,Yankee Stadium,"Bronx, New York","39,602",,MLB
ARI,PHI,0,2017,Chase Field,"Phoenix, Arizona","31,648",,MLB
SEA,HOU,1,2017,T-Mobile Park,"Seattle, Washington","31,783",,MLB
LAD,COL,1,2017,Dodger Stadium,"Los Angeles, California","43,787",,MLB
SD,DET,1,2017,Petco Park,"San Diego, California","25,477",,MLB
SF,NYM,0,2017,Oracle Park,"San Francisco, California","41,769",,MLB
NYY,TEX,0,2017,Yankee Stadium,"Bronx, New York","40,225",,MLB
CHW,OAK,0,2017,Guaranteed Rate Field,"Chicago, Illinois","38,618",,MLB
KC,TOR,1,2017,Kauffman Stadium,"Kansas City, Missouri","26,938",,MLB
WSH,CIN,1,2017,Nationals Park,"Washington, D.C.","40,139",,MLB
CLE,MIN,0,2017,Progressive Field,"Cleveland, Ohio","33,111",,MLB
ATL,MIL,1,2017,Truist Park,"Atlanta, Georgia","38,463",,MLB
MIA,CHC,0,2017,Marlins Park,"Miami, Florida","25,448",,MLB
TB,BAL,0,2017,Tropicana Field,"St. Petersburg, Florida","23,902",,MLB
BOS,LAA,0,2017,Fenway Park,"Boston, Massachusetts","36,868",,MLB
STL,PIT,0,2017,Busch Stadium,"St. Louis, Missouri","46,735",,MLB
SF,NYM,0,2017,Oracle Park,"San Francisco, California","41,216",,MLB
SEA,HOU,0,2017,T-Mobile Park,"Seattle, Washington","29,820",,MLB
LAD,COL,1,2017,Dodger Stadium,"Los Angeles, California","50,403",,MLB
SD,DET,1,2017,Petco Park,"San Diego, California","31,749",,MLB
ARI,PHI,1,2017,Chase Field,"Phoenix, Arizona","40,557",,MLB
CLE,MIN,0,2017,Progressive Field,"Cleveland, Ohio","29,672",,MLB
MIA,CHC,1,2017,Marlins Park,"Miami, Florida","25,110",,MLB
TB,BAL,0,2017,Tropicana Field,"St. Petersburg, Florida","15,943",,MLB
BOS,LAA,0,2017,Fenway Park,"Boston, Massachusetts","36,474",,MLB
ATL,MIL,0,2017,Truist Park,"Atlanta, Georgia","31,634",,MLB
WSH,CIN,0,2017,Nationals Park,"Washington, D.C.","35,387",,MLB
NYY,TEX,0,2017,Yankee Stadium,"Bronx, New York","46,625",,MLB
CHW,OAK,0,2017,Guaranteed Rate Field,"Chicago, Illinois","28,089",,MLB
KC,TOR,0,2017,Kauffman Stadium,"Kansas City, Missouri","37,182",,MLB
SF,NYM,0,2017,Oracle Park,"San Francisco, California","41,137",,MLB
SEA,HOU,0,2017,T-Mobile Park,"Seattle, Washington","33,010",,MLB
LAD,COL,1,2017,Dodger Stadium,"Los Angeles, California","41,605",,MLB
ARI,PHI,1,2017,Chase Field,"Phoenix, Arizona","28,179",,MLB
SD,DET,0,2017,Petco Park,"San Diego, California","29,595",,MLB
STL,PIT,1,2017,Busch Stadium,"St. Louis, Missouri","43,719",,MLB
ARI,PHI,1,2017,Chase Field,"Phoenix, Arizona","20,765",,MLB
STL,CIN,1,2017,Busch Stadium,"St. Louis, Missouri","46,535",,MLB
WSH,CHC,0,2017,Nationals Park,"Washington, D.C.","29,651",,MLB
BOS,MIN,1,2017,Fenway Park,"Boston, Massachusetts","37,172",,MLB
CLE,TEX,1,2017,Progressive Field,"Cleveland, Ohio","17,672",,MLB
CHW,NYY,0,2017,Guaranteed Rate Field,"Chicago, Illinois","20,339",,MLB
SF,COL,1,2017,Oracle Park,"San Francisco, California","41,388",,MLB
LAD,LAA,0,2017,Dodger Stadium,"Los Angeles, California","43,126",,MLB
WSH,CHC,1,2017,Nationals Park,"Washington, D.C.","31,202",,MLB
PIT,TB,0,2017,PNC Park,"Pittsburgh, Pennsylvania","20,424",,MLB
TOR,BAL,0,2017,Rogers Centre,"Toronto, Ontario","40,606",,MLB
BOS,MIN,1,2017,Fenway Park,"Boston, Massachusetts","36,804",,MLB
CLE,TEX,0,2017,Progressive Field,"Cleveland, Ohio","19,348",,MLB
DET,KC,1,2017,Comerica Park,"Detroit, Michigan","29,488",,MLB
CIN,MIL,1,2017,Great American Ball Park,"Cincinnati, Ohio","18,577",,MLB
MIA,NYM,1,2017,Marlins Park,"Miami, Florida","20,804",,MLB
CHW,NYY,1,2017,Guaranteed Rate Field,"Chicago, Illinois","18,023",,MLB
HOU,OAK,0,2017,Minute Maid Park,"Houston, Texas","28,312",,MLB
ARI,STL,1,2017,Chase Field,"Phoenix, Arizona","24,256",,MLB
SEA,PHI,0,2017,T-Mobile Park,"Seattle, Washington","22,648",,MLB
LAD,LAA,1,2017,Dodger Stadium,"Los Angeles, California","47,245",,MLB
SD,ATL,0,2017,Petco Park,"San Diego, California","20,667",,MLB
SF,COL,1,2017,Oracle Park,"San Francisco, California","41,331",,MLB
SEA,PHI,0,2017,T-Mobile Park,"Seattle, Washington","29,505",,MLB
SF,COL,1,2017,Oracle Park,"San Francisco, California","41,286",,MLB
WSH,CHC,1,2017,Nationals Park,"Washington, D.C.","31,072",,MLB
PIT,TB,1,2017,PNC Park,"Pittsburgh, Pennsylvania","21,582",,MLB
TOR,BAL,1,2017,Rogers Centre,"Toronto, Ontario","38,847",,MLB
BOS,MIN,0,2017,Fenway Park,"Boston, Massachusetts","37,487",,MLB
CLE,TEX,1,2017,Progressive Field,"Cleveland, Ohio","21,200",,MLB
DET,KC,0,2017,Comerica Park,"Detroit, Michigan","29,614",,MLB
CIN,MIL,1,2017,Great American Ball Park,"Cincinnati, Ohio","21,842",,MLB
MIA,NYM,0,2017,Marlins Park,"Miami, Florida","18,743",,MLB
CHW,NYY,0,2017,Guaranteed Rate Field,"Chicago, Illinois","15,259",,MLB
HOU,OAK,1,2017,Minute Maid Park,"Houston, Texas","34,075",,MLB
ARI,STL,0,2017,Chase Field,"Phoenix, Arizona","23,188",,MLB
LAA,LAD,1,2017,Angel Stadium,"Anaheim, California","44,669",,MLB
SD,ATL,1,2017,Petco Park,"San Diego, California","19,312",,MLB
CLE,TEX,1,2017,Progressive Field,"Cleveland, Ohio","23,996",,MLB
DET,KC,1,2017,Comerica Park,"Detroit, Michigan","33,681",,MLB
HOU,OAK,1,2017,Minute Maid Park,"Houston, Texas","29,509",,MLB
ARI,STL,0,2017,Chase Field,"Phoenix, Arizona","27,603",,MLB
WSH,CHC,0,2017,Nationals Park,"Washington, D.C.","37,097",,MLB
BOS,MIN,1,2017,Fenway Park,"Boston, Massachusetts","37,445",,MLB
PIT,TB,1,2017,PNC Park,"Pittsburgh, Pennsylvania","22,595",,MLB
TOR,BAL,0,2017,Rogers Centre,"Toronto, Ontario","37,291",,MLB
CIN,MIL,0,2017,Great American Ball Park,"Cincinnati, Ohio","20,419",,MLB
MIA,NYM,0,2017,Marlins Park,"Miami, Florida","21,350",,MLB
CHW,NYY,1,2017,Guaranteed Rate Field,"Chicago, Illinois","21,032",,MLB
SD,ATL,1,2017,Petco Park,"San Diego, California","20,936",,MLB
LAA,LAD,0,2017,Angel Stadium,"Anaheim, California","44,807",,MLB
BAL,TB,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","24,398",,MLB
PIT,SF,0,2017,PNC Park,"Pittsburgh, Pennsylvania","26,407",,MLB
TOR,BOS,0,2017,Rogers Centre,"Toronto, Ontario","41,357",,MLB
CIN,CHC,1,2017,Great American Ball Park,"Cincinnati, Ohio","39,501",,MLB
NYM,PHI,1,2017,Citi Field,"Queens, New York","37,134",,MLB
CHW,TEX,1,2017,Guaranteed Rate Field,"Chicago, Illinois","18,838",,MLB
MIL,MIA,1,2017,Miller Park,"Milwaukee, Wisconsin","35,549",,MLB
HOU,NYY,0,2017,Minute Maid Park,"Houston, Texas","40,024",,MLB
KC,MIN,1,2017,Kauffman Stadium,"Kansas City, Missouri","34,332",,MLB
STL,WSH,1,2017,Busch Stadium,"St. Louis, Missouri","41,398",,MLB
ARI,COL,0,2017,Chase Field,"Phoenix, Arizona","23,275",,MLB
OAK,ATL,0,2017,Oakland Coliseum,"Oakland, California","19,286",,MLB
LAA,SEA,0,2017,Angel Stadium,"Anaheim, California","40,059",,MLB
SD,LAD,0,2017,Petco Park,"San Diego, California","39,254",,MLB
TOR,BOS,0,2017,Rogers Centre,"Toronto, Ontario","46,672",,MLB
DET,CLE,1,2017,Comerica Park,"Detroit, Michigan","28,719",,MLB
CHW,TEX,0,2017,Guaranteed Rate Field,"Chicago, Illinois","22,915",,MLB
KC,MIN,1,2017,Kauffman Stadium,"Kansas City, Missouri","25,571",,MLB
BAL,TB,0,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","28,346",,MLB
OAK,ATL,0,2017,Oakland Coliseum,"Oakland, California","22,230",,MLB
PIT,SF,0,2017,PNC Park,"Pittsburgh, Pennsylvania","27,247",,MLB
MIL,MIA,1,2017,Miller Park,"Milwaukee, Wisconsin","30,712",,MLB
CIN,CHC,1,2017,Great American Ball Park,"Cincinnati, Ohio","39,826",,MLB
NYM,PHI,1,2017,Citi Field,"Queens, New York","33,080",,MLB
HOU,NYY,1,2017,Minute Maid Park,"Houston, Texas","41,010",,MLB
STL,WSH,1,2017,Busch Stadium,"St. Louis, Missouri","43,614",,MLB
DET,CLE,0,2017,Comerica Park,"Detroit, Michigan","27,016",,MLB
KC,MIN,0,2017,Kauffman Stadium,"Kansas City, Missouri","32,448",,MLB
LAA,SEA,1,2017,Angel Stadium,"Anaheim, California","44,644",,MLB
SD,LAD,0,2017,Petco Park,"San Diego, California","40,683",,MLB
ARI,COL,1,2017,Chase Field,"Phoenix, Arizona","46,338",,MLB
TOR,BOS,0,2017,Rogers Centre,"Toronto, Ontario","46,696",,MLB
DET,CLE,0,2017,Comerica Park,"Detroit, Michigan","30,429",,MLB
CIN,CHC,0,2017,Great American Ball Park,"Cincinnati, Ohio","38,536",,MLB
NYM,PHI,0,2017,Citi Field,"Queens, New York","30,343",,MLB
BAL,TB,1,2017,Oriole Park at Camden Yards,"Baltimore, Maryland","26,489",,MLB
PIT,SF,0,2017,PNC Park,"Pittsburgh, Pennsylvania","32,144",,MLB
CHW,TEX,1,2017,Guaranteed Rate Field,"Chicago, Illinois","26,206",,MLB
MIL,MIA,0,2017,Miller Park,"Milwaukee, Wisconsin","33,834",,MLB
HOU,NYY,1,2017,Minute Maid Park,"Houston, Texas","41,761",,MLB
KC,MIN,1,2017,Kauffman Stadium,"Kansas City, Missouri","28,775",,MLB
LAA,SEA,0,2017,Angel Stadium,"Anaheim, California","39,279",,MLB
OAK,ATL,0,2017,Oakland Coliseum,"Oakland, California","18,438",,MLB
ARI,COL,1,2017,Chase Field,"Phoenix, Arizona","34,556",,MLB
SD,LAD,1,2017,Petco Park,"San Diego, California","41,604",,MLB
STL,WSH,0,2017,Busch Stadium,"St. Louis, Missouri","43,640",,MLB
MIL,BAL,1,2017,Miller Park,"Milwaukee, Wisconsin","36,457",,MLB
WSH,NYM,1,2017,Nationals Park,"Washington, D.C.","41,681",,MLB
NYY,TOR,1,2017,Yankee Stadium,"Bronx, New York","46,616",,MLB
PHI,PIT,1,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","26,498",,MLB
STL,MIA,1,2017,Busch Stadium,"St. Louis, Missouri","42,694",,MLB
TEX,BOS,0,2017,Globe Life Park in Arlington,"Arlington, Texas","45,448",,MLB
MIN,LAA,1,2017,Target Field,"Minneapolis, Minnesota","36,182",,MLB
COL,CIN,1,2017,Coors Field,"Denver, Colorado","49,131",,MLB
OAK,CHW,0,2017,Oakland Coliseum,"Oakland, California","40,019",,MLB
SEA,KC,0,2017,T-Mobile Park,"Seattle, Washington","35,789",,MLB
WSH,NYM,1,2017,Nationals Park,"Washington, D.C.","37,120",,MLB
NYY,TOR,0,2017,Yankee Stadium,"Bronx, New York","44,018",,MLB
DET,SF,1,2017,Comerica Park,"Detroit, Michigan","32,514",,MLB
MIN,LAA,1,2017,Target Field,"Minneapolis, Minnesota","25,013",,MLB
STL,MIA,0,2017,Busch Stadium,"St. Louis, Missouri","38,497",,MLB
CHC,TB,0,2017,Wrigley Field,"Chicago, Illinois","42,046",,MLB
PHI,PIT,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","24,087",,MLB
OAK,CHW,1,2017,Oakland Coliseum,"Oakland, California","16,314",,MLB
MIL,BAL,1,2017,Miller Park,"Milwaukee, Wisconsin","31,818",,MLB
SEA,KC,0,2017,T-Mobile Park,"Seattle, Washington","25,555",,MLB
CLE,SD,0,2017,Progressive Field,"Cleveland, Ohio","33,869",,MLB
ATL,HOU,0,2017,Truist Park,"Atlanta, Georgia","41,456",,MLB
TEX,BOS,0,2017,Globe Life Park in Arlington,"Arlington, Texas","43,267",,MLB
COL,CIN,0,2017,Coors Field,"Denver, Colorado","48,338",,MLB
LAD,ARI,1,2017,Dodger Stadium,"Los Angeles, California","53,159",,MLB
NYY,TOR,0,2017,Yankee Stadium,"Bronx, New York","38,691",,MLB
CHC,TB,1,2017,Wrigley Field,"Chicago, Illinois","39,855",,MLB
OAK,CHW,1,2017,Oakland Coliseum,"Oakland, California","13,813",,MLB
PHI,PIT,0,2017,Citizens Bank Park,"Philadelphia, Pennsylvania","19,099",,MLB
CLE,SD,0,2017,Progressive Field,"Cleveland, Ohio","18,765",,MLB
DET,SF,0,2017,Comerica Park,"Detroit, Michigan","26,613",,MLB
MIL,BAL,1,2017,Miller Park,"Milwaukee, Wisconsin","27,734",,MLB
ATL,HOU,0,2017,Truist Park,"Atlanta, Georgia","37,278",,MLB
TEX,BOS,1,2017,Globe Life Park in Arlington,"Arlington, Texas","32,276",,MLB
MIN,LAA,0,2017,Target Field,"Minneapolis, Minnesota","19,106",,MLB
STL,MIA,0,2017,Busch Stadium,"St. Louis, Missouri","40,204",,MLB
COL,CIN,1,2017,Coors Field,"Denver, Colorado","32,188",,MLB
